Unnamed: 0,Site_name,Project_name,Workbook_name,Dashboard_name,Sheet_name,Datasource_name,Database_name,Database_connection,Number of columns,Column_name,Table_name,Description
10,890Portal,Default,CMO_Dashboard-WIP,Conversion,Campaign Conv,Sheet1 (Transactions),Transactions.xlsx,excel-direct,6,"Customer_Id,Month,Campaign,Year,Source,Campaign","Conversion,First,First,First,First,Conversion","The sheet named ""Campaign Conv"" in the workbook ""CMO_Dashboard-WIP"" contains data related to customer conversions for various campaigns. The data is sourced from a datasource named ""Sheet1 (Transactions)"" which is connected to an Excel database named ""Transactions.xlsx"" through a direct connection named ""excel-direct"". The sheet has a total of 6 columns with the following names - Customer_Id, Month, Campaign, Year, Source, and Campaign. The table name for the first 5 columns is ""First"" while the table name for the last column is ""Conversion"". The sheet provides insights into the performance of various campaigns in terms of customer conversions."
11,890Portal,Default,CMO_Dashboard-WIP,Conversion,Revenue,Sheet1 (Transactions),Transactions.xlsx,excel-direct,7,"Revenue_Type,Month,Campaign,Year,Source,Date,Revenue_Tot","Conversion,First,First,First,First,First,Conversion","The sheet named ""Revenue"" in the workbook ""CMO_Dashboard-WIP"" provides data related to revenue generated from transactions. The data is sourced from a datasource named ""Sheet1"" which is connected to a database named ""Transactions.xlsx"" using a direct excel connection. The sheet contains 7 columns with the following names: Revenue_Type, Month, Campaign, Year, Source, Date, and Revenue_Tot. The table name for the columns is ""Conversion"" for all columns except the last one which is named ""Conversion"". The data in the sheet can be used to analyze revenue trends based on different parameters such as month, campaign, and source."
12,890Portal,Default,CMO_Dashboard-WIP,Conversion,Order_Conv,Sheet1 (Transactions),Transactions.xlsx,excel-direct,6,"Month,Campaign,Visit,Year,Order,Source","First,First,Reach,First,Reach,First","The sheet named ""Order_Conv"" in the workbook ""CMO_Dashboard-WIP"" contains data related to transactions. The data is sourced from an Excel file named ""Transactions.xlsx"" and the connection used is ""excel-direct"". The sheet has 6 columns named Month, Campaign, Visit, Year, Order, and Source. The table name for the columns is ""First"" for Month, Campaign, and Source, and ""Reach"" for Visit and Order. The dashboard created using this sheet is focused on conversion metrics."
13,890Portal,Default,CMO_Dashboard-WIP,Conversion,Buyer_Conv,Sheet1 (Transactions),Transactions.xlsx,excel-direct,6,"Month,Campaign,Year,Order,Customer_Id,Source","First,First,First,Reach,Reach,First","The sheet named ""Buyer_Conv"" in the workbook ""CMO_Dashboard-WIP"" provides data on conversions for a certain period of time. The data is sourced from a datasource named ""Sheet1 (Transactions)"" which is connected to an Excel database named ""Transactions.xlsx"" using a direct connection. The sheet has 6 columns named Month, Campaign, Year, Order, Customer_Id, and Source. The table name for the columns Month, Campaign, and Year is ""First"" while the table name for the columns Order, Customer_Id, and Source is ""Reach"". The sheet likely provides insights on the conversion rate for different campaigns and sources over time."
14,890Portal,Default,CMO_Dashboard-WIP,Conversion,Product Conv,Sheet1 (Transactions),Transactions.xlsx,excel-direct,6,"Customer_Id,Prod Type,Month,Campaign,Year,Source","Conversion,Conversion,First,First,First,First","The sheet named ""Product Conv"" in the workbook ""CMO_Dashboard-WIP"" provides data on product conversion. The data is sourced from a datasource named ""Sheet1 (Transactions)"" which is connected to an Excel database named ""Transactions.xlsx"" through a direct connection named ""excel-direct"". The sheet has 6 columns named Customer_Id, Prod Type, Month, Campaign, Year, and Source. The table name for each column is Conversion for the first two columns and First for the remaining four columns. The sheet provides information on the conversion of different product types by customers in different months, campaigns, and years, and the source of the conversion."
15,890Portal,Default,CMO_Dashboard,Dashboard 1,Downloads,Sheet1 (Transactions),Transactions.xlsx,excel-direct,6,"Date,Month,Source,Year,Campaign,Asset_Download","First,First,First,First,First,First","The sheet named ""Downloads"" in the workbook ""CMO_Dashboard"" contains data from a datasource named ""Sheet1 (Transactions)"" which is connected to an Excel file named ""Transactions.xlsx"" through a direct Excel connection. The sheet has 6 columns named Date, Month, Source, Year, Campaign, and Asset_Download. The table name for all columns is ""First"". Without further information about the data, it is difficult to provide a summary of the sheet's contents."
16,890Portal,Default,CMO_Dashboard,Dashboard 1,Front,Sheet1 (Transactions),Transactions.xlsx,excel-direct,4,"Month,Source,Year,Campaign","First,First,First,First","The sheet named ""Front"" in the Tableau dashboard ""Dashboard 1"" displays data from a datasource named ""Sheet1"" which is connected to an Excel file named ""Transactions.xlsx"" using a direct connection. The data contains information on transactions with four columns: Month, Source, Year, and Campaign. The table name for all four columns is ""First"". Without further information, it is difficult to provide a summary of the data in the sheet."
17,890Portal,Default,CMO_Dashboard,Dashboard 1,Unique_Visitor,Sheet1 (Transactions),Transactions.xlsx,excel-direct,6,"Date,Month,Source,Year,Campaign,Asset_Purchase","First,First,First,First,First,First","The sheet named ""Unique_Visitor"" is a part of the ""CMO_Dashboard"" workbook in the ""Default"" project of the ""890Portal"" site. The data for this sheet is sourced from the ""Transactions.xlsx"" database via the ""Sheet1"" datasource using the ""excel-direct"" connection. The sheet contains 6 columns named Date, Month, Source, Year, Campaign, and Asset_Purchase respectively. The table name for all columns is ""First"". Without further information about the data, it is difficult to provide a summary of the sheet's contents."
18,890Portal,Default,CMO_Dashboard,Dashboard 1,Active_User,Sheet1 (Transactions),Transactions.xlsx,excel-direct,8,"Date,Month,Source,Year,Brwse,Campaign,Asset_Brwse,Prchse_Index","First,First,First,First,First,First,First,First","The sheet named ""Active_User"" in the workbook ""CMO_Dashboard"" provides data on transactions from the datasource ""Sheet1"" which is connected to the database ""Transactions.xlsx"" through the connection ""excel-direct"". The sheet contains 8 columns with the following names: Date, Month, Source, Year, Brwse, Campaign, Asset_Brwse, and Prchse_Index. The table name for all columns is ""First"". The purpose of this sheet is not clear without further information."
19,890Portal,Default,CMO_Dashboard,Dashboard 1,Biz_Generated,Sheet1 (Transactions),Transactions.xlsx,excel-direct,7,"Date,Month,Source,Year,Tot_Asset,Campaign,Asset_Purchase","First,First,First,First,First,First,First","The sheet named ""Biz_Generated"" in the workbook ""CMO_Dashboard"" contains data from the datasource ""Sheet1 (Transactions)"" which is stored in the database ""Transactions.xlsx"". The sheet has 7 columns named Date, Month, Source, Year, Tot_Asset, Campaign, and Asset_Purchase. The table name for all columns is ""First"". The data in this sheet is related to transactions and includes information such as the date, source, campaign, and asset purchase. The dashboard ""Dashboard 1"" displays visualizations based on this data. The project is stored in the Default project and the site name is ""890Portal"". The database connection used is ""excel-direct""."
20,890Portal,Default,CMO_Dashboard,Dashboard 1,No_Transactions,Sheet1 (Transactions),Transactions.xlsx,excel-direct,6,"Date,Month,Source,Year,Campaign,Asset_Purchase","First,First,First,First,First,First","The sheet named ""No_Transactions"" in the workbook ""CMO_Dashboard"" provides data on transactions from a database called ""Transactions.xlsx"". The sheet has 6 columns named Date, Month, Source, Year, Campaign, and Asset_Purchase. The table name for all columns is ""First"". The dashboard is created in Tableau and is hosted on the site named ""890Portal"". The database connection used is ""excel-direct"". Further information about the data and its analysis cannot be determined from the given metadata."
21,890Portal,Default,CMO_Dashboard,Reach,Back_Button,Sheet1 (Transactions),Transactions.xlsx,excel-direct,4,"Month,Source,Year,Campaign","First,First,First,First","The sheet named ""Back_Button"" in the ""CMO_Dashboard"" workbook on the ""Default"" project in the ""890Portal"" site is connected to a datasource named ""Sheet1"" which is an Excel file named ""Transactions.xlsx"" using a direct connection. The sheet has 4 columns named Month, Source, Year, and Campaign, and the table name for all columns is ""First"". Without additional information, it is not possible to provide a summary of the data in the sheet."
22,890Portal,Default,CMO_Dashboard,Reach,Front,Sheet1 (Transactions),Transactions.xlsx,excel-direct,4,"Month,Source,Year,Campaign","First,First,First,First","The sheet named ""Front"" in the ""CMO_Dashboard"" workbook on the ""Default"" project in the ""890Portal"" site is based on the ""Transactions.xlsx"" database connected through the ""excel-direct"" connection. The sheet has 4 columns named ""Month"", ""Source"", ""Year"", and ""Campaign"" and the table name for all columns is ""First"". Without further information about the data, it is not possible to provide a summary of the sheet."
23,890Portal,Default,CMO_Dashboard,Reach,Bounce Rate,Sheet1 (Transactions),Transactions.xlsx,excel-direct,8,"Date,Month,Source,Year,Homepage,Visit,Campaign,New","First,First,First,First,Reach,Reach,First,Reach","The sheet named ""Bounce Rate"" in the workbook ""CMO_Dashboard"" displays data related to the bounce rate of website visitors. The data is sourced from the ""Sheet1 (Transactions)"" datasource, which is connected to the ""Transactions.xlsx"" database through the ""excel-direct"" connection. The sheet contains 8 columns with the following names: Date, Month, Source, Year, Homepage, Visit, Campaign, and New. The table name for each column varies, with ""First"" being used for four columns and ""Reach"" being used for the remaining four. The sheet likely includes visualizations and metrics related to the bounce rate of website visitors, broken down by various dimensions such as date, source, and campaign."
24,890Portal,Default,CMO_Dashboard,Reach,Page View,Sheet1 (Transactions),Transactions.xlsx,excel-direct,9,"Date,Month,Source,Year,Page,Visit,Campaign,Visit_Type,New","First,First,First,First,Reach,Reach,First,Reach,Reach","The sheet named ""Page View"" in the workbook ""CMO_Dashboard"" provides data related to website traffic and user behavior. The data is sourced from a datasource named ""Sheet1 (Transactions)"" which is connected to an excel file named ""Transactions.xlsx"" through a direct excel connection named ""excel-direct"". The sheet contains 9 columns with the following names: Date, Month, Source, Year, Page, Visit, Campaign, Visit_Type, and New. The table name for the columns varies between ""First"" and ""Reach"" depending on the column. The data in this sheet can be used to analyze website traffic patterns, user behavior, and the effectiveness of marketing campaigns."
25,890Portal,Default,CMO_Dashboard,Reach,Visits,Sheet1 (Transactions),Transactions.xlsx,excel-direct,6,"Date,Month,Source,Year,Campaign,Visit_Type","First,First,First,First,First,Reach","The sheet named ""Visits"" in the workbook ""CMO_Dashboard"" displays data related to visits for a campaign. The data is sourced from the ""Transactions"" sheet in the ""Transactions.xlsx"" database, connected through the ""excel-direct"" connection. The sheet has 6 columns, namely Date, Month, Source, Year, Campaign, and Visit_Type. The table name for the sheet is ""Reach"". The data in the sheet is likely used to analyze and track the reach of a marketing campaign over time."
26,890Portal,Default,CMO_Dashboard,Promotion Effect,Back_Button,Sheet1 (Transactions),Transactions.xlsx,excel-direct,4,"Month,Source,Year,Campaign","First,First,First,First","The sheet named ""Back_Button"" in the workbook ""CMO_Dashboard"" provides data related to transactions, sourced from a datasource named ""Sheet1"" in the database ""Transactions.xlsx"". The data has four columns - Month, Source, Year, and Campaign - and is organized in a table named ""First"". The purpose of this sheet is not clear from the metadata provided."
27,890Portal,Default,CMO_Dashboard,Promotion Effect,Front,Sheet1 (Transactions),Transactions.xlsx,excel-direct,4,"Month,Source,Year,Campaign","First,First,First,First","The sheet named ""Front"" in the ""CMO_Dashboard"" workbook contains a dashboard called ""Promotion Effect"" that is hosted on the ""890Portal"" site. The data for this dashboard is sourced from a single datasource named ""Sheet1"" which is connected to an Excel file named ""Transactions.xlsx"" using a direct connection. The datasource contains a table named ""First"" with 4 columns named ""Month"", ""Source"", ""Year"", and ""Campaign"". The purpose of the dashboard is not specified in the metadata provided."
28,890Portal,Default,CMO_Dashboard,Promotion Effect,Leads Campaign,Sheet1 (Transactions),Transactions.xlsx,excel-direct,6,"Month,Source,User Segment,Year,Campaign,Campaign","First,First,Promotion,First,Promotion,First","The sheet named ""Leads Campaign"" in the datasource ""Sheet1 (Transactions)"" contains data related to promotions and campaigns for lead generation. The data includes information on the month, source, user segment, year, campaign, and campaign name. The table name for this data is ""First"". The data is stored in an Excel file named ""Transactions.xlsx"" and is connected to Tableau using the ""excel-direct"" connection. The dashboard ""Promotion Effect"" is part of the ""CMO_Dashboard"" workbook in the ""Default"" project on the ""890Portal"" site."
29,890Portal,Default,CMO_Dashboard,Promotion Effect,Leads Segment,Sheet1 (Transactions),Transactions.xlsx,excel-direct,6,"Month,Source,User Segment,Year,Campaign,Customer_Id","First,First,Promotion,First,First,First","The sheet named ""Leads Segment"" in the workbook ""CMO_Dashboard"" provides data on transactions from the datasource ""Sheet1"" in the database ""Transactions.xlsx"". The sheet has 6 columns, namely Month, Source, User Segment, Year, Campaign, and Customer_Id. The table name for each column is First, First, Promotion, First, First, and First respectively. The sheet likely provides insights into the performance of various campaigns and user segments in generating leads for the business."
30,890Portal,Default,CMO_Dashboard,Promotion Effect,Leads Product,Sheet1 (Transactions),Transactions.xlsx,excel-direct,6,"Month,Source,User Segment,Year,Campaign,Prod Type","First,First,Promotion,First,First,Promotion","The sheet named ""Leads Product"" in the ""Transactions.xlsx"" database contains data related to promotions and their impact on leads for different product types. The data has six columns - Month, Source, User Segment, Year, Campaign, and Prod Type - and is organized into a table named ""Promotion"". The dashboard ""Promotion Effect"" in the ""CMO_Dashboard"" workbook uses this data to analyze the effectiveness of different promotions in generating leads for different product types. The data source for the dashboard is the ""Sheet1"" in the ""Transactions.xlsx"" database, and the connection to the database is established using the ""excel-direct"" method. The dashboard is located in the ""Default"" project of the ""890Portal"" site."
31,890Portal,Default,CMO_Dashboard,Promotion Effect,Leads,Sheet1 (Transactions),Transactions.xlsx,excel-direct,7,"Month,Source,Year,Leads_Tdy,Campaign,Customer_Id,Leads_Yestrdy","First,First,First,Promotion,First,Promotion,Promotion","The sheet named ""Leads"" in the ""Transactions.xlsx"" database contains data related to promotions and leads. The data includes information on the month, source, year, campaign, customer ID, and the number of leads generated today and yesterday. The table name for the columns varies, with some being labeled ""First"" and others labeled ""Promotion."" The dashboard ""Promotion Effect"" in the ""CMO_Dashboard"" workbook uses this data to analyze the effectiveness of different promotions in generating leads. The data source for the dashboard is the ""Sheet1"" in the ""Transactions.xlsx"" database, connected through the ""excel-direct"" connection. The dashboard is located in the ""Default"" project on the ""890Portal"" site."
32,890Portal,Default,CMO_Dashboard,Conversion,Back_Button,Sheet1 (Transactions),Transactions.xlsx,excel-direct,4,"Month,Source,Year,Campaign","First,First,First,First","The sheet named ""Back_Button"" in the ""CMO_Dashboard"" workbook in the ""Default"" project on the ""890Portal"" site uses data from a datasource named ""Sheet1"" which is connected to an Excel file named ""Transactions.xlsx"" using a direct connection. The data in the sheet has 4 columns named Month, Source, Year, and Campaign and the table name for all columns is ""First"". Without more information about the data, it is difficult to provide a summary of the sheet's contents."
33,890Portal,Default,CMO_Dashboard,Conversion,Order_Conv,Sheet1 (Transactions),Transactions.xlsx,excel-direct,6,"Order,Month,Source,Year,Visit,Campaign","Reach,First,First,First,Reach,First","The sheet named ""Order_Conv"" in the workbook ""CMO_Dashboard"" provides data on conversion rates for orders. The data is sourced from a datasource named ""Sheet1"" which is connected to an Excel database named ""Transactions.xlsx"" using a direct connection. The sheet contains 6 columns with the following names: Order, Month, Source, Year, Visit, and Campaign. The table name for each column is either ""Reach"" or ""First"". Without further information, it is unclear what these table names represent."
34,890Portal,Default,CMO_Dashboard,Conversion,Front,Sheet1 (Transactions),Transactions.xlsx,excel-direct,4,"Month,Source,Year,Campaign","First,First,First,First","The sheet named ""Front"" in the ""CMO_Dashboard"" workbook of the ""Default"" project in the ""890Portal"" site uses data from the ""Transactions.xlsx"" database, specifically from the ""Sheet1"" datasource. The data has 4 columns named ""Month"", ""Source"", ""Year"", and ""Campaign"" and is organized in a table named ""First"". Without further information, it is not possible to provide a summary of the data contained in the sheet."
35,890Portal,Default,CMO_Dashboard,Conversion,Buyer_Conv,Sheet1 (Transactions),Transactions.xlsx,excel-direct,6,"Order,Month,Source,Year,Campaign,Customer_Id","Reach,First,First,First,First,Reach","The sheet named ""Buyer_Conv"" in the workbook ""CMO_Dashboard"" provides data related to transactions. The data is sourced from a datasource named ""Sheet1"" which is connected to an excel file named ""Transactions.xlsx"" through a direct excel connection named ""excel-direct"". The sheet contains 6 columns with the following names - Order, Month, Source, Year, Campaign, and Customer_Id. The table names for the columns are ""Reach"" for the first column and ""First"" for the remaining columns except for the last column which is named ""Reach"". The dashboard named ""Conversion"" in the project ""Default"" on the site ""890Portal"" uses this sheet to display insights related to buyer conversion."
36,890Portal,Default,CMO_Dashboard,Conversion,Campaign Conv,Sheet1 (Transactions),Transactions.xlsx,excel-direct,6,"Month,Source,Year,Customer_Id,Campaign,Campaign","First,First,First,Conversion,First,Conversion","The sheet named ""Campaign Conv"" in the workbook ""CMO_Dashboard"" provides data on the conversion rates of various campaigns. The data is sourced from a datasource named ""Sheet1 (Transactions)"" which is connected to an Excel database named ""Transactions.xlsx"" through a direct connection named ""excel-direct"". The sheet contains 6 columns with the following names: Month, Source, Year, Customer_Id, Campaign, and Conversion. The table name for the columns are First, First, First, Conversion, First, and Conversion respectively. The data in the sheet provides insights into the performance of various campaigns over time and can be used to optimize marketing strategies."
37,890Portal,Default,CMO_Dashboard,Conversion,Product Conv,Sheet1 (Transactions),Transactions.xlsx,excel-direct,6,"Month,Source,Year,Customer_Id,Campaign,Prod Type","First,First,First,Conversion,First,Conversion","The sheet named ""Product Conv"" in the workbook ""CMO_Dashboard"" provides data on product conversions. The data is sourced from a datasource named ""Sheet1 (Transactions)"" which is connected to a database named ""Transactions.xlsx"" through a direct excel connection. The sheet contains 6 columns with the following names: Month, Source, Year, Customer_Id, Campaign, and Prod Type. The table name for the columns are First, First, First, Conversion, First, and Conversion respectively. The sheet provides insights on the conversion rates of different products based on various parameters such as month, source, year, customer ID, campaign, and product type."
38,890Portal,Default,CMO_Dashboard,Conversion,Revenue,Sheet1 (Transactions),Transactions.xlsx,excel-direct,7,"Date,Revenue_Tot,Month,Source,Year,Campaign,Revenue_Type","First,Conversion,First,First,First,First,Conversion","The sheet named ""Revenue"" in the workbook ""CMO_Dashboard"" displays data related to revenue and conversions. The data is sourced from a datasource named ""Sheet1"" which is connected to an Excel database named ""Transactions.xlsx"" using a direct connection. The sheet has 7 columns with the following names - Date, Revenue_Tot, Month, Source, Year, Campaign, and Revenue_Type. The table name for each column varies, with ""Conversion"" being the table name for the last column. The sheet likely provides insights into revenue and conversion trends over time, segmented by various dimensions such as source, campaign, and revenue type."
39,890Portal,Default,CMO_Dashboard,Content,Back_Button,Sheet1 (Transactions),Transactions.xlsx,excel-direct,4,"Month,Source,Year,Campaign","First,First,First,First","The sheet named ""Back_Button"" in the Tableau dashboard ""CMO_Dashboard"" displays data from a datasource named ""Sheet1"" which is connected to an Excel file named ""Transactions.xlsx"" through a direct connection named ""excel-direct"". The sheet contains four columns named ""Month"", ""Source"", ""Year"", and ""Campaign"" and the table name for all four columns is ""First"". Without further information, it is difficult to provide a summary of the data in the sheet."
40,890Portal,Default,CMO_Dashboard,Content,Front,Sheet1 (Transactions),Transactions.xlsx,excel-direct,4,"Month,Source,Year,Campaign","First,First,First,First","The sheet named ""Front"" in the Tableau dashboard ""CMO_Dashboard"" displays data from a datasource named ""Sheet1"" which is connected to an Excel file named ""Transactions.xlsx"" through a direct Excel connection. The data in the sheet has four columns named ""Month"", ""Source"", ""Year"", and ""Campaign"". The table name for all four columns is ""First"". Without further information, it is not possible to provide a summary of the data in the sheet."
41,890Portal,Default,CMO_Dashboard,Content,Site stickiness,Sheet1 (Transactions),Transactions.xlsx,excel-direct,9,"Month,Source,Year,Visit,AvgMin_Old,AvgMin_New,Campaign,Mon_Yr,New","First,First,First,Reach,Conversion,Conversion,First,Reach,Reach","The sheet named ""Site stickiness"" is a part of the CMO_Dashboard workbook in the Default project of the 890Portal site. The data source for this sheet is Sheet1 (Transactions) which is connected to an Excel file named Transactions.xlsx using the excel-direct connection. The sheet contains 9 columns with the following names: Month, Source, Year, Visit, AvgMin_Old, AvgMin_New, Campaign, Mon_Yr, and New. The table name for the columns are First, First, First, Reach, Conversion, Conversion, First, Reach, and Reach respectively. The purpose of this sheet is not clear from the metadata provided, but it seems to be related to tracking site stickiness or user engagement on the website."
42,890Portal,Default,CMO_Dashboard,Content,Facebook,Sheet1 (Transactions),Transactions.xlsx,excel-direct,5,"Month,Source,Year,Campaign,Facebook Followers","First,First,First,First,Content","The sheet named ""Facebook"" in the workbook ""CMO_Dashboard"" contains data related to transactions on Facebook. The data is sourced from a datasource named ""Sheet1"" which is connected to an Excel database named ""Transactions.xlsx"" using a direct connection. The sheet has 5 columns named Month, Source, Year, Campaign, and Facebook Followers. The data is organized in a table named ""Content"" with the first row containing the column names and the subsequent rows containing the actual data. The sheet provides insights into the performance of Facebook campaigns over time and the growth of Facebook followers."
43,890Portal,Default,CMO_Dashboard,Content,Youtube,Sheet1 (Transactions),Transactions.xlsx,excel-direct,5,"Month,Youtube Followers,Source,Year,Campaign","First,Content,First,First,First","The sheet named ""Youtube"" in the workbook ""CMO_Dashboard"" contains data related to transactions, sourced from a datasource named ""Sheet1"" in a database named ""Transactions.xlsx"". The sheet has a total of 5 columns, namely Month, Youtube Followers, Source, Year, and Campaign. The table name for the columns varies, with the first column being named ""First"", the second column being named ""Content"", and the remaining columns being named ""First"". Without further information, it is difficult to provide a detailed summary of the data contained in the sheet."
44,890Portal,Default,CMO_Dashboard,Content,Linkedin,Sheet1 (Transactions),Transactions.xlsx,excel-direct,5,"Month,Source,Year,Linkedin Followers,Campaign","First,First,First,Content,First","The sheet named ""Linkedin"" in the workbook ""CMO_Dashboard"" contains data related to LinkedIn followers and campaigns. The data is sourced from a datasource named ""Sheet1"" which is connected to an Excel database named ""Transactions.xlsx"" using a direct connection. The sheet has 5 columns named Month, Source, Year, Linkedin Followers, and Campaign. The table name for the columns is ""First"" for all columns except for ""Linkedin Followers"" which has a table name of ""Content"". The sheet provides insights into the performance of LinkedIn campaigns and the growth of LinkedIn followers over time."
